season,player_id,player,country_esake,games,minutes_per_game,estimated_total_minutes,is_greek,classification_method,exclude_data_contamination,source_url,team_id,esake_roster_team_id,team,standing,team_games,lower_half
2009-10,00000003,ΑΒΡΑΜΟΦ Μπόζινταρ,,12,13.43,161.16,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000013,00000019,Γ.Σ.ΟΛΥΜΠΙΑ ΛΑΡΙΣΑΣ,14,26,True
2009-10,00000004,ΑΓΑΔΑΚΟΣ Λάζαρος,ΕΛΛΑΔΑ,10,14.79,147.9,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000D,00000013,ΠΕΡΙΣΤΕΡΙ Betsson,9,26,True
2009-10,00000006,ΑΓΓΕΛΑΚΟΠΟΥΛΟΣ Βασίλης,ΕΛΛΑΔΑ,14,19.46,272.44,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000013,00000019,Γ.Σ.ΟΛΥΜΠΙΑ ΛΑΡΙΣΑΣ,14,26,True
2009-10,00000007,ΑΓΓΕΛΑΚΟΣ Αλέξανδρος,ΕΛΛΑΔΑ,1,0.9,0.9,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000A,00000010,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,6,26,False
2009-10,0000000B,ΑΓΓΕΛΟΠΟΥΛΟΣ Νίκος,ΕΛΛΑΔΑ,26,18.41,478.66,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000008,00000008,ΚΑΒΑΛΑ,11,26,True
2009-10,00000012,ΑΘΑΝΑΣΟΥΛΑΣ Γιάννης,ΕΛΛΑΔΑ,26,18.71,486.46,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,00000013,ΑΘΗΝΑΙΟΥ Γιάννης,ΕΛΛΑΔΑ,21,8.58,180.18,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,0000001D,ΑΛΕΞΑΝΤΕΡ Ντεμέτριους,,8,22.45,179.6,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000008,00000008,ΚΑΒΑΛΑ,11,26,True
2009-10,00000021,ΑΛΙΕΒΑΣ Ρολάντας,,7,8.38,58.66,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000013,00000019,Γ.Σ.ΟΛΥΜΠΙΑ ΛΑΡΙΣΑΣ,14,26,True
2009-10,0CB6EC08,ΑΝΤΕΤΟΚΟΥΝΜΠΟ Κώστας,ΕΛΛΑΔΑ,2,15.73,31.46,True,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000005,00000005,ΑΡΗΣ,7,26,False
2009-10,B111BBC9,ΑΝΤΖΟΥΣΙΤΣ Ντανίλο,ΣΕΡΒΙΑ,2,20.12,40.24,False,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000005,00000005,ΑΡΗΣ,7,26,False
2009-10,0000003B,ΑΝΤΩΝΑΚΗΣ Τάσος,ΕΛΛΑΔΑ,3,4.04,12.12,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000010,00000016,ΑΕΚ,10,26,True
2009-10,AE01432F,ΑΠΛΜΠΙ Ταϊρί,ΗΠΑ,2,28.13,56.26,False,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,,1052694769,,,,False
2009-10,0000003F,ΑΠΟΣΤΟΛΙΔΗΣ Γιώργος,ΕΛΛΑΔΑ,27,25.71,694.17,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000014,00000020,ΤΡΙΚΑΛΑ BC ARIES,13,26,True
2009-10,00000046,ΑΡΓΥΡΟΠΟΥΛΟΣ Νίκος,ΕΛΛΑΔΑ,11,4.88,53.68,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000005,00000005,ΑΡΗΣ,7,26,False
2009-10,00000047,ΑΡΙΓΚΜΠΑΜΠΟΥ Στέφαν,,11,7.59,83.49,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000F,00000015,ΜΑΡΟΥΣΙ,3,26,False
2009-10,0000004B,ΑΡΝΟΛΝΤ Τζίμι,,23,28.24,649.52,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000D,00000013,ΠΕΡΙΣΤΕΡΙ Betsson,9,26,True
2009-10,6BC4B84C,ΑΡΣΕΝΟΠΟΥΛΟΣ Νίκος,ΕΛΛΑΔΑ,0,0.0,0.0,True,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000010,00000016,ΑΕΚ,10,26,True
2009-10,0000004F,ΑΣΗΜΑΚΟΠΟΥΛΟΣ Αντώνης,ΕΛΛΑΔΑ,26,17.34,450.84,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000A,00000010,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,6,26,False
2009-10,00000052,ΑΥΓΕΝΙΚΟΣ Αλέξανδρος,ΕΛΛΑΔΑ,6,0.85,5.1,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000A,00000010,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,6,26,False
2009-10,00000063,ΒΑΣΙΛΙΕΒΙΤΣ Σάσα,,25,28.43,710.75,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000A,00000010,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,6,26,False
2009-10,00000065,ΒΑΣΙΛΟΠΟΥΛΟΣ Παναγιώτης,ΕΛΛΑΔΑ,23,16.48,379.04,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000002,00000002,ΟΛΥΜΠΙΑΚΟΣ,2,26,False
2009-10,0000006B,ΒΕΡΓΙΝΗΣ Δημήτρης,ΕΛΛΑΔΑ,11,6.61,72.71,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
2009-10,0000006D,ΒΙΔΑΛΗΣ Χρήστος,ΕΛΛΑΔΑ,9,2.24,20.16,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,0000007A,ΒΟΥΓΙΟΥΚΑΣ Ίαν,ΕΛΛΑΔΑ,25,24.27,606.75,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000012,00000018,ΠΑΝΕΛΛΗΝΙΟΣ,4,26,False
2009-10,0000007C,ΒΟΥΙΣΙΤΣ Νίκολα,,22,12.92,284.24,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000002,00000002,ΟΛΥΜΠΙΑΚΟΣ,2,26,False
2009-10,00000088,ΓΑΛΙΩΤΟΣ Γιώργος,ΕΛΛΑΔΑ,9,4.83,43.47,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,0000008C,ΓΕΡΕΜΙΤΣ Μίλαν,ΣΕΡΒΙΑ,4,4.2,16.8,False,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000010,00000016,ΑΕΚ,10,26,True
2009-10,00000738,ΓΕΡΟΜΙΧΑΛΟΣ Πέτρος,ΕΛΛΑΔΑ,2,7.25,14.5,True,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,,1052694769,,,,False
2009-10,00000091,ΓΕΩΡΓΑΛΛΗΣ Γιάννης,ΕΛΛΑΔΑ,10,6.33,63.3,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000012,00000018,ΠΑΝΕΛΛΗΝΙΟΣ,4,26,False
2009-10,0000009B,ΓΙΑΝΚΟΒΙΤΣ Βλαδίμηρος,ΕΛΛΑΔΑ,17,9.81,166.77,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,0000009F,ΓΙΑΝΝΑΚΙΔΗΣ Μιχάλης,ΕΛΛΑΔΑ,13,2.65,34.45,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000C,00000012,ΠΑΟΚ,5,26,False
2009-10,000000A4,ΓΙΑΝΝΟΠΟΥΛΟΣ Χάρης,ΕΛΛΑΔΑ,14,7.69,107.66,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,000000AA,ΓΙΑΣΙΚΕΒΙΤΣΙΟΥΣ Σαρούνας,ΛΙΘΟΥΑΝΙΑ,15,18.03,270.45,False,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
2009-10,000000CC,ΓΚΕΛΙΟΣ Σωκράτης,ΕΛΛΑΔΑ,0,0.0,0.0,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000008,00000008,ΚΑΒΑΛΑ,11,26,True
2009-10,7D3E4D77,ΓΚΡΑΝΤ Τζέριαν,ΗΠΑ,2,27.3,54.6,False,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
2009-10,FD013EDA,ΓΚΡΕΙ ΡαϊΚουάν,ΗΠΑ,2,31.72,63.44,False,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000010,00000016,ΑΕΚ,10,26,True
2009-10,DC12D2F3,ΓΚΡΙΓΚΟΝΙΣ Μάριους,ΛΙΘΟΥΑΝΙΑ,2,24.27,48.54,False,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
2009-10,000000FD,ΓΚΡΙΝ Ταουρέν,ΗΠΑ,24,33.82,811.68,False,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000010,00000016,ΑΕΚ,10,26,True
2009-10,00000103,ΓΛΥΝΙΑΔΑΚΗΣ Ανδρέας,ΕΛΛΑΔΑ,13,9.03,117.39,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000002,00000002,ΟΛΥΜΠΙΑΚΟΣ,2,26,False
2009-10,0000010E,ΔΑΝΑΣ Γιώργος,ΕΛΛΑΔΑ,9,1.95,17.55,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000A,00000010,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,6,26,False
2009-10,00000112,ΔΕΛΗΓΙΑΝΝΗΣ Χρήστος,ΕΛΛΑΔΑ,14,4.98,69.72,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000D,00000013,ΠΕΡΙΣΤΕΡΙ Betsson,9,26,True
2009-10,00000115,ΔΕΜΕΡΤΖΗΣ Γιάννης,ΕΛΛΑΔΑ,23,11.48,264.04,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000C,00000012,ΠΑΟΚ,5,26,False
2009-10,0000011A,ΔΙΑΜΑΝΤΙΔΗΣ Δημήτρης,ΕΛΛΑΔΑ,21,23.08,484.68,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
2009-10,0000011B,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ Γιώργος,ΕΛΛΑΔΑ,4,7.68,30.72,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000F,00000015,ΜΑΡΟΥΣΙ,3,26,False
2009-10,0000011D,ΔΟΡΚΟΦΙΚΗΣ Περικλής,ΕΛΛΑΔΑ,18,20.97,377.46,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000010,00000016,ΑΕΚ,10,26,True
2009-10,00000125,ΕΪΒΕΡΙ Ουίλιαμ,,5,17.22,86.1,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000C,00000012,ΠΑΟΚ,5,26,False
2009-10,00000127,ΕΪΜΠΡΑΜΣ Έι Τζέι,,8,35.53,284.24,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000014,00000020,ΤΡΙΚΑΛΑ BC ARIES,13,26,True
2009-10,00000130,ΕΛΝΤΕΡ Μπι Τζέι,,23,24.94,573.62,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,00000139,ΕΝΤΟΥΑΡΝΤΣ Τζον,,4,9.51,38.04,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000A,00000010,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,6,26,False
2009-10,CCD3ABD1,ΕΡΜΕΙΔΗΣ Δημήτρης,ΕΛΛΑΔΑ,2,10.93,21.86,True,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,,1052694769,,,,False
2009-10,4A30A4F1,ΕΡΝΑΝΓΚΟΜΕΘ Χουάντσο,ΙΣΠΑΝΙΑ,2,15.9,31.8,False,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
2009-10,0000013B,ΕΡΤΣΕΓΚ Ζόραν,,20,28.13,562.6,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,0000013D,ΕΥΘΙΜΟΦ Βασίλι,,4,10.01,40.04,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,00000140,ΖΑΡΑΣ Θοδωρής,ΕΛΛΑΔΑ,24,11.48,275.52,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000A,00000010,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,6,26,False
2009-10,00000149,ΖΟΡΟΣΚΙ Ιβάν,,22,23.13,508.86,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,0000014E,ΖΟΥΠΑΝ Μίχα,,25,28.86,721.5,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000014,00000020,ΤΡΙΚΑΛΑ BC ARIES,13,26,True
2009-10,00000152,ΗΛΙΑΔΗΣ Σάββας,ΕΛΛΑΔΑ,20,12.86,257.2,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000008,00000008,ΚΑΒΑΛΑ,11,26,True
2009-10,00000155,ΘΕΟΔΩΡΑΚΟΣ Νίκος,ΕΛΛΑΔΑ,0,0.0,0.0,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000013,00000019,Γ.Σ.ΟΛΥΜΠΙΑ ΛΑΡΙΣΑΣ,14,26,True
2009-10,00000165,ΙΩΑΝΝΟΥ Στέλιος,ΕΛΛΑΔΑ,26,17.13,445.38,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,00000167,ΚΑΒΒΑΔΑΣ Βασίλης,ΕΛΛΑΔΑ,2,8.27,16.54,True,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,,1052694769,,,,False
2009-10,0000016C,ΚΑΪΜΑΚΟΓΛΟΥ Κώστας,ΕΛΛΑΔΑ,23,26.89,618.47,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000F,00000015,ΜΑΡΟΥΣΙ,3,26,False
2009-10,00000171,ΚΑΚΙΟΥΖΗΣ Μιχάλης,ΕΛΛΑΔΑ,23,23.84,548.32,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000005,00000005,ΑΡΗΣ,7,26,False
2009-10,00000174,ΚΑΛΑΘΗΣ Νικ,ΕΛΛΑΔΑ,24,16.74,401.76,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
2009-10,00000175,ΚΑΛΑΘΗΣ Πατ,ΕΛΛΑΔΑ,21,14.07,295.47,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000F,00000015,ΜΑΡΟΥΣΙ,3,26,False
2009-10,00000176,ΚΑΛΑΪΤΖΗΣ Γιώργος,ΕΛΛΑΔΑ,24,17.46,419.04,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000012,00000018,ΠΑΝΕΛΛΗΝΙΟΣ,4,26,False
2009-10,00000177,ΚΑΛΑΪΤΖΙΔΗΣ Δημήτρης,ΕΛΛΑΔΑ,24,10.03,240.72,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000C,00000012,ΠΑΟΚ,5,26,False
2009-10,0000017B,ΚΑΛΑΜΠΟΚΗΣ Γιάννης,ΕΛΛΑΔΑ,20,28.11,562.2,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,0000017E,ΚΑΛΛΕΣ Νίκος,ΕΛΛΑΔΑ,14,2.55,35.7,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000C,00000012,ΠΑΟΚ,5,26,False
2009-10,0000017C,ΚΑΛΛΙΝΙΚΙΔΗΣ Αβραάμ,ΕΛΛΑΔΑ,26,27.18,706.68,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000010,00000016,ΑΕΚ,10,26,True
2009-10,00000183,ΚΑΜΙΝΓΚΣ Βοντίγκο,,26,28.22,733.72,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,63F9CEF0,ΚΑΝΑΝΤΙ Ντέβιν,ΗΠΑ,2,24.97,49.94,False,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,,1052694769,,,,False
2009-10,00000189,ΚΑΝΟΝΙΔΗΣ Ανδρέας,ΕΛΛΑΔΑ,2,4.82,9.64,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000003,00000003,ΠΑΝΙΩΝΙΟΣ COSMORAMA TRAVEL,8,26,True
2009-10,0000018C,ΚΑΠΙΝΙΑΡΗΣ Διονύσης,,2,10.47,20.94,True,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,0000018F,ΚΑΡΑΒΑΝΑΣ Παναγιώτης,,16,9.24,147.84,True,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000013,00000019,Γ.Σ.ΟΛΥΜΠΙΑ ΛΑΡΙΣΑΣ,14,26,True
2009-10,00000192,ΚΑΡΑΓΚΙΟΛΙΔΗΣ Γιάννης,,0,0.0,0.0,True,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000013,00000019,Γ.Σ.ΟΛΥΜΠΙΑ ΛΑΡΙΣΑΣ,14,26,True
2009-10,00000196,ΚΑΡΑΜΑΛΕΓΚΟΣ Ιωάννης,ΕΛΛΑΔΑ,1,5.3,5.3,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
2009-10,000001A8,ΚΑΡΤΕΡ Ουόρεν,,23,27.34,628.82,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,000001AC,ΚΑΡΥΔΑΣ Σάκης,,25,25.86,646.5,True,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,000001AD,ΚΑΣΕΛΑΚΗΣ Λεωνίδας,ΕΛΛΑΔΑ,23,10.21,234.83,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000006,00000006,ΗΛΥΣΙΑΚΟΣ,12,26,True
2009-10,000001B9,ΚΑΤΣΑΡΕΣ Νίκος,,27,14.98,404.46,True,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000014,00000020,ΤΡΙΚΑΛΑ BC ARIES,13,26,True
2009-10,000001C1,ΚΑΥΚΗΣ Παναγιώτης,ΕΛΛΑΔΑ,23,14.7,338.1,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000C,00000012,ΠΑΟΚ,5,26,False
2009-10,000001C7,ΚΕΝΤΑΛ Λεβόν,,7,13.18,92.26,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000F,00000015,ΜΑΡΟΥΣΙ,3,26,False
2009-10,000001DA,ΚΙΣ Μπίλι,,24,29.21,701.04,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,0000000F,00000015,ΜΑΡΟΥΣΙ,3,26,False
2009-10,000001DD,ΚΛΑΡΚ Κέιντρεν,ΒΟΥΛΓΑΡΙΑ,26,24.68,641.68,False,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000005,00000005,ΑΡΗΣ,7,26,False
2009-10,000001DE,ΚΛΕΪΖΑ Λίνας,,21,22.09,463.89,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000002,00000002,ΟΛΥΜΠΙΑΚΟΣ,2,26,False
2009-10,000001E8,ΚΟΛΙΕΒΙΤΣ Ιβάν,,3,14.23,42.69,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000014,00000020,ΤΡΙΚΑΛΑ BC ARIES,13,26,True
2009-10,000001E9,ΚΟΛΙΝΣ Ντε Χουάν,,17,27.65,470.05,False,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000008,00000008,ΚΑΒΑΛΑ,11,26,True
2009-10,000001EB,ΚΟΛΩΚΑΣ Μάρκος,,14,7.72,108.08,True,Manual review of blank country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000012,00000018,ΠΑΝΕΛΛΗΝΙΟΣ,4,26,False
2009-10,000001EE,ΚΟΜΜΑΤΟΣ Νέστωρ,ΕΛΛΑΔΑ,15,20.74,311.1,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000013,00000019,Γ.Σ.ΟΛΥΜΠΙΑ ΛΑΡΙΣΑΣ,14,26,True
2009-10,000001EF,ΚΟΜΠΟΔΙΕΤΑΣ Δημήτρης,ΕΛΛΑΔΑ,4,5.28,21.12,True,ESAKE country,False,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000012,00000018,ΠΑΝΕΛΛΗΝΙΟΣ,4,26,False
2009-10,4C0E5F4B,ΚΟΥΖΕΛΟΓΛΟΥ Γιάννης,ΕΛΛΑΔΑ,2,1.65,3.3,True,ESAKE country,True,https://www.esake.gr/el/action/EsakeStats?mode=2&idchampionship=00000004&idseason=00000001,00000001,00000001,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,1,26,False
